"","DATE","age","bmr","height","m_active_time","m_calories","m_distance","m_inactive_time","m_lcat","m_lcit","m_steps","m_total_calories","s_asleep_time","s_awake","s_awake_time","s_awakenings","s_bedtime","s_clinical_deep","s_count","s_deep","s_duration","s_light","s_quality","s_rem","weight"
"291",20151018,23.8191780821918,1968.7117109589,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"292",20151019,23.8219178082192,1968.69320410959,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"293",20151020,23.8246575342466,1968.67469726027,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"294",20151021,23.827397260274,1968.65619041096,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"295",20151022,23.8301369863014,1968.63768356164,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"296",20151023,23.8328767123288,1968.61917671233,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"297",20151024,23.8356164383562,1968.60066986301,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"298",20151025,23.8383561643836,1968.5821630137,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"299",20151026,23.841095890411,1968.56365616438,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"300",20151027,23.8438356164384,1968.54514931507,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"301",20151028,23.8465753424658,1968.52664246575,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"302",20151029,23.8493150684932,1968.50813561644,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"303",20151030,23.8520547945205,1968.48962876712,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"304",20151031,23.8547945205479,1968.47112191781,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"305",20151101,23.8575342465753,1968.45261506849,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"306",20151102,23.8602739726027,1968.43410821918,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"307",20151103,23.8630136986301,1968.41560136986,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"308",20151104,23.8657534246575,1968.39709452055,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"309",20151105,23.8684931506849,1968.37858767123,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"310",20151106,23.8712328767123,1968.36008082192,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"311",20151107,23.8739726027397,1968.3415739726,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"312",20151108,23.8767123287671,1968.32306712329,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"313",20151109,23.8794520547945,1968.30456027397,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"314",20151110,23.8821917808219,1968.28605342466,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"315",20151111,23.8849315068493,1968.26754657534,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"316",20151112,23.8876712328767,1968.24903972603,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"317",20151113,23.8904109589041,1968.23053287671,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"318",20151114,23.8931506849315,1968.2120260274,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"319",20151115,23.8958904109589,1968.19351917808,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"320",20151116,23.8986301369863,1968.17501232877,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"321",20151117,23.9013698630137,1968.15650547945,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"322",20151118,23.9041095890411,1968.13799863014,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"323",20151119,23.9068493150685,1968.11949178082,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"324",20151120,23.9095890410959,1968.10098493151,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"325",20151121,23.9123287671233,1968.08247808219,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"326",20151122,23.9150684931507,1968.06397123288,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"327",20151123,23.9178082191781,1968.04546438356,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"328",20151124,23.9205479452055,1968.02695753425,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"329",20151125,23.9232876712329,1968.00845068493,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"330",20151126,23.9260273972603,1967.98994383562,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"331",20151127,23.9287671232877,1967.9714369863,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"332",20151128,23.9315068493151,1967.95293013699,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"333",20151129,23.9342465753425,1967.93442328767,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"334",20151130,23.9369863013699,1967.91591643836,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"335",20151201,23.9397260273973,1967.89740958904,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"336",20151202,23.9424657534247,1967.87890273973,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"337",20151203,23.9452054794521,1967.86039589041,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"338",20151204,23.9479452054795,1967.8418890411,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"339",20151205,23.9506849315068,1967.82338219178,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"340",20151206,23.9534246575342,1967.80487534247,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"341",20151207,23.9561643835616,1967.78636849315,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"342",20151208,23.958904109589,1967.76786164384,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"343",20151209,23.9616438356164,1967.74935479452,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"344",20151210,23.9643835616438,1967.73084794521,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"345",20151211,23.9671232876712,1967.71234109589,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"346",20151212,23.9698630136986,1967.69383424658,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"347",20151213,23.972602739726,1967.67532739726,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"348",20151214,23.9753424657534,1967.65682054795,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"349",20151215,23.9780821917808,1967.63831369863,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"350",20151216,23.9808219178082,1967.61980684932,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"351",20151217,23.9835616438356,1967.6013,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"352",20151218,23.986301369863,1967.58279315069,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"353",20151219,23.9890410958904,1967.56428630137,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"354",20151220,23.9917808219178,1967.54577945205,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"355",20151221,23.9945205479452,1967.52727260274,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"356",20151222,23.9972602739726,1967.50876575342,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"357",20151223,24,1967.49025890411,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"358",20151224,24.0027322404372,1967.47175205479,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"359",20151225,24.0054644808743,1967.45324520548,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"360",20151226,24.0081967213115,1967.43473835616,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"361",20151227,24.0109289617486,1967.41623150685,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"362",20151228,24.0136612021858,1967.39772465753,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"363",20151229,24.016393442623,1967.37921780822,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"364",20151230,24.0191256830601,1967.3607109589,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"365",20151231,24.0218579234973,1967.34220410959,1.87,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
